Gene name (systematic),Gene name (standard),ref,Class,M (Beyer)1,L (in codon),alpha_phys,J_phys,rho_phys,Jmax,rho_max
YJL129C,TRK1,3189,abrupt,"1,01",1236,"0,05930","0,05362","0,00957","0,24260","0,08609"
YJL130C,URA2,3190,abrupt,"11,44",2215,"0,05219","0,04913","0,00684","0,31315","0,08739"
YJL131C,AIM23,3191,abrupt,"0,25",357,"0,06791","0,06166","0,01136","0,27149","0,08781"
YJL132W,,3192,abrupt,"0,07",751,"0,02930","0,02756","0,00487","0,26306","0,08366"
YJL133W,MRS3,3193,smooth,"1,49",315,"0,05714","0,04985","0,01020","0,24923","0,06766"
YJL134W,LCB3,3194,abrupt,"1,61",410,"0,10051","0,08234","0,01542","0,22546","0,08082"
YJL135W,,3195,smooth,"0,11",106,"0,35718","0,21839","0,04940","0,27793","0,07734"
YJL136C,RPS21B,3196,smooth,"137,35",88,"0,30031","0,23790","0,02294","0,74609","0,07983"
YJL137C,GLG2,3198,hybrid,"0,22",381,"0,06012","0,05593","0,00999","0,27893","0,07086"
YJL138C,TIF2,3199,abrupt,"14,98",396,"0,20206","0,17331","0,01739","0,48298","0,07725"
YJL139C,YUR1,3200,abrupt,"0,42",429,"0,04869","0,04436","0,00750","0,28603","0,08456"
YJL140W,RPB4,3201,smooth,"1,65",222,"0,08608","0,07825","0,01451","0,27395","0,06964"
YJL141C,YAK1,3202,smooth,"0,39",808,"0,03082","0,02919","0,00570","0,19687","0,04743"
YJL142C,IRC9,3203,hybrid,"0,37",131,"0,27464","0,17707","0,04129","0,27102","0,08771"
YJL143W,TIM17,3204,abrupt,"3,52",159,"0,11550","0,09661","0,01675","0,28179","0,09085"
YJL144W,,3205,smooth,"0,14",105,"0,45708","0,19650","0,04639","0,23169","0,05996"
YJL145W,SFH5,3206,smooth,"2,04",295,"0,13787","0,11419","0,01718","0,31928","0,05684"
YJL146W,IDS2,3207,smooth,"0,17",470,"0,06718","0,05842","0,01190","0,18371","0,04910"
YJL147C,,3208,abrupt,"0,13",383,"0,06332","0,05429","0,01024","0,25409","0,08194"
YJL148W,RPA34,3209,smooth,"4,03",234,"0,12898","0,09610","0,01595","0,28902","0,06988"
YJL149W,DAS1,3210,hybrid,"0,33",664,"0,07075","0,06393","0,01178","0,22908","0,05747"
YJL150W,,3211,smooth,"0,1",101,"0,26840","0,17428","0,03930","0,24990","0,06408"
YJL151C,SNA3,3212,hybrid,"4,59",134,"0,15499","0,13412","0,02569","0,27044","0,08128"
YJL152W,,3213,hybrid,"0,42",120,"0,14760","0,12424","0,02760","0,26505","0,09233"
YJL153C,INO1,3214,hybrid,"0,11",534,"0,03969","0,03857","0,00631","0,27772","0,07294"
YJL154C,VPS35,3215,hybrid,"1,02",945,"0,05404","0,05098","0,00942","0,24552","0,07256"
YJL155C,FBP26,3216,abrupt,"0,68",453,"0,07571","0,06879","0,01220","0,26492","0,09686"
YJL156C,SSY5,3217,hybrid,"0,46",688,"0,07083","0,06672","0,01195","0,27359","0,07618"
YJL157C,FAR1,3219,hybrid,"2,99",831,"0,05832","0,05337","0,00959","0,26231","0,07017"
YJL158C,CIS3,3220,smooth,"36,79",228,"0,30937","0,23074","0,02490","0,59676","0,09029"
YJL159W,HSP150,3221,smooth,"12,47",414,"0,30793","0,23996","0,02542","0,55637","0,06882"
YJL160C,,3222,abrupt,"0,14",288,"0,13175","0,11223","0,02131","0,27556","0,09412"
YJL161W,FMP33,3223,hybrid,"0,11",181,"0,06800","0,06094","0,01391","0,22640","0,09073"
YJL162C,JJJ2,3224,abrupt,"0,15",584,"0,07027","0,06189","0,01098","0,23589","0,07356"
YJL163C,,3225,hybrid,"0,12",556,"0,05518","0,05193","0,01046","0,22110","0,07109"
YJL164C,TPK1,3226,hybrid,"0,68",398,"0,06273","0,05774","0,00958","0,29558","0,06652"
YJL165C,HAL5,3227,abrupt,"0,39",856,"0,03137","0,02939","0,00522","0,26205","0,07696"
YJL166W,QCR8,3228,smooth,"4,99",95,"0,39319","0,26265","0,03787","0,45353","0,08824"
YJL167W,ERG20,3229,smooth,"6,38",353,"0,21195","0,15784","0,02209","0,32314","0,05094"
YJL168C,SET2,3230,hybrid,"0,31",734,"0,06028","0,05337","0,00975","0,26736","0,07254"
YJL169W,,3231,hybrid,"0,1",123,"0,30047","0,21760","0,04406","0,31107","0,08917"
YJL170C,ASG7,3232,abrupt,"0,27",210,"0,15564","0,12558","0,02546","0,23703","0,10070"
YJL171C,,3233,smooth,"1,79",397,"0,16904","0,11190","0,01757","0,28487","0,05015"
YJL172W,CPS1,3234,smooth,"1,05",577,"0,15111","0,12358","0,01922","0,30073","0,05826"
YJL173C,RFA3,3235,smooth,"3,46",123,"0,17744","0,14791","0,02817","0,31601","0,07495"
YJL174W,KRE9,3236,hybrid,"4,01",277,"0,10001","0,08835","0,01629","0,27624","0,06946"
YJL175W,,3237,abrupt,"0,1",171,"0,29054","0,19254","0,04157","0,27339","0,09421"
YJL176C,SWI3,3238,smooth,"0,4",826,"0,06250","0,05564","0,00968","0,26301","0,05789"
YJL177W,RPL17B,3239,smooth,"74,1",185,"0,14940","0,12825","0,01252","0,58348","0,06259"
YJL178C,ATG27,3240,smooth,"2,08",272,"0,17529","0,12659","0,02098","0,31629","0,06343"
YJL179W,PFD1,3241,smooth,"0,49",110,"0,32668","0,19370","0,03627","0,31961","0,06981"
YJL180C,ATP12,3242,abrupt,"0,87",326,"0,08661","0,07349","0,01276","0,28679","0,07783"
YJL181W,,3243,smooth,"0,5",612,"0,03856","0,03687","0,00737","0,20377","0,05092"
YJL182C,,3244,smooth,"0,08",106,"0,74986","0,22726","0,04986","0,28359","0,06818"
YJL183W,MNN11,3245,smooth,"1,17",423,"0,07836","0,06958","0,01192","0,23658","0,04575"
YJL184W,GON7,3246,hybrid,"1,11",124,"0,18229","0,13185","0,02687","0,24420","0,08068"
YJL185C,ATG36,3247,abrupt,"0,14",294,"0,06402","0,05772","0,01135","0,25047","0,08900"
YJL186W,MNN5,3248,smooth,"1,76",587,"0,14200","0,11539","0,01973","0,27049","0,05530"
YJL187C,SWE1,3249,abrupt,"0,6",820,"0,02377","0,02355","0,00406","0,24350","0,09843"
YJL188C,BUD19,3250,smooth,"0,38",103,"0,09475","0,08338","0,01960","0,19891","0,07289"
YJL189W,RPL39,3251,smooth,"111,19",52,"0,61951","0,40421","0,03895","0,80953","0,08758"
YJL190C,RPS22A,3252,smooth,"74,07",131,"0,21989","0,18420","0,01735","0,76877","0,08634"
YJL191W,RPS14B,3253,smooth,"9,7",139,"0,18672","0,13847","0,01527","0,47003","0,05586"
YJL192C,SOP4,3254,smooth,"2,65",235,"0,07816","0,06367","0,01103","0,27008","0,05521"
YJL193W,,3255,smooth,"0,63",403,"0,06234","0,05483","0,01063","0,24092","0,05624"
YJL194W,CDC6,3256,hybrid,"0,28",514,"0,03899","0,03637","0,00713","0,23150","0,06756"
YJL195C,,3257,smooth,"0,07",234,"0,11400","0,09850","0,02075","0,25946","0,07329"
YJL196C,ELO1,3258,abrupt,"4,84",311,"0,10966","0,09241","0,01763","0,25868","0,08829"
YJL197W,UBP12,3259,abrupt,"0,71",1255,"0,04638","0,04356","0,00761","0,22512","0,07086"
YJL198W,PHO90,3260,abrupt,"2,45",882,"0,06944","0,06458","0,01110","0,22938","0,07403"
YJL199C,MBB1,3261,smooth,"0,58",109,#N/A,#N/A,#N/A,"0,24338","0,07528"
YJL200C,ACO2,3262,smooth,"0,93",790,"0,11912","0,09719","0,01440","0,29433","0,05049"
YJL201W,ECM25,3263,abrupt,"0,24",600,"0,07145","0,06443","0,01130","0,25995","0,06711"
YJL202C,,3264,smooth,"0,1",116,"0,10516","0,08929","0,02035","0,24199","0,07088"
YJL203W,PRP21,3265,smooth,"0,41",281,"0,10080","0,08751","0,01426","0,34249","0,08234"
YJL204C,RCY1,3266,abrupt,"0,42",841,"0,04020","0,03745","0,00652","0,26438","0,09334"
YJL206C,,3267,abrupt,"0,37",759,"0,03930","0,03698","0,00690","0,23371","0,09193"
YJL207C,LAA1,3268,hybrid,"0,54",2015,"0,01412","0,01400","0,00250","0,21720","0,05166"
YJL208C,NUC1,3269,smooth,"0,68",330,"0,09237","0,07434","0,01339","0,27422","0,05788"
YJL209W,CBP1,3270,smooth,"0,5",655,"0,11502","0,08992","0,01642","0,25747","0,07156"
YJL210W,PEX2,3271,smooth,"0,99",272,"0,04203","0,03825","0,00764","0,25231","0,06264"
YJL211C,,3272,smooth,"0,07",148,"0,08578","0,06555","0,01364","0,25783","0,06423"
YJL212C,OPT1,3273,smooth,"1,55",800,"0,09946","0,08138","0,01408","0,23793","0,04637"
YJL213W,,3274,abrupt,"0,49",332,"0,27153","0,19787","0,03576","0,32222","0,09107"
YJL214W,HXT8,3275,abrupt,"0,27",570,"0,05555","0,05304","0,00891","0,25407","0,07728"
YJL215C,,3276,smooth,"0,07",120,"0,09941","0,08582","0,01925","0,20326","0,06780"
YJL216C,IMA5,3277,abrupt,"0,09",582,"0,02517","0,02370","0,00359","0,31156","0,09434"
YJL217W,REE1,3278,hybrid,"2,65",199,"0,11179","0,09971","0,01770","0,28962","0,07736"
YJL218W,,3279,smooth,"0,45",197,"0,11750","0,09497","0,01862","0,27055","0,06510"
YJL219W,HXT9,3280,abrupt,"0,09",568,"0,02824","0,02719","0,00452","0,27037","0,08797"
YJL220W,,3281,hybrid,"0,09",151,"0,19414","0,13782","0,03328","0,23651","0,08860"
YJL221C,IMA4,3282,abrupt,"0,07",590,"0,02576","0,02500","0,00380","0,30514","0,07927"
YJL222W,VTH2,3283,abrupt,"0,39",1550,"0,05286","0,04942","0,00837","0,22972","0,10147"
YJL223C,PAU1,3284,smooth,"2,69",121,"0,21271","0,17373","0,01825","0,65048","0,09514"
YJL225C,,3285,abrupt,"5,49",1759,#N/A,#N/A,#N/A,"0,22319","0,09074"
YJR001W,AVT1,3286,abrupt,"1,23",603,"0,05855","0,05324","0,00985","0,21890","0,06773"
YJR002W,MPP10,3287,abrupt,"1,14",594,"0,12536","0,10090","0,01778","0,27458","0,07525"
YJR003C,,3288,hybrid,"0,83",520,"0,09378","0,07891","0,01436","0,25081","0,06522"
YJR004C,SAG1,3289,abrupt,"0,83",651,"0,03302","0,03149","0,00559","0,25901","0,09571"
YJR005W,APL1,3290,abrupt,"0,46",701,"0,05316","0,05081","0,00930","0,22853","0,07337"
YJR006W,POL31,3291,abrupt,"0,52",488,"0,05555","0,05202","0,00877","0,26793","0,06940"
YJR007W,SUI2,3292,smooth,"4,27",305,"0,17528","0,14612","0,01800","0,41392","0,06031"
YJR008W,MHO1,3293,abrupt,"0,32",339,"0,07499","0,06699","0,01212","0,29791","0,07792"
YJR009C,TDH2,3294,smooth,"103,73",333,"0,28405","0,23110","0,02163","0,69958","0,08230"
YJR010C-A,SPC1,3295,smooth,"0,65",95,#N/A,#N/A,#N/A,"0,29295","0,07206"
YJR010W,MET3,3296,hybrid,"0,26",512,"0,16661","0,13364","0,01832","0,32360","0,05943"
YJR011C,,3297,hybrid,"0,12",262,"0,13832","0,11661","0,02203","0,28538","0,08254"
YJR012C,,3298,smooth,"0,35",208,"0,22047","0,12684","0,02530","0,24336","0,05457"
YJR013W,GPI14,3299,abrupt,"0,78",404,"0,08971","0,08291","0,01723","0,21989","0,09004"
YJR014W,TMA22,3300,hybrid,"1,49",199,"0,16165","0,13418","0,02096","0,35409","0,07683"
YJR015W,,3301,abrupt,"2,72",511,"0,11141","0,09673","0,01789","0,24274","0,09177"
YJR016C,ILV3,3302,smooth,"5,5",586,"0,10100","0,08813","0,01158","0,33510","0,04915"
YJR017C,ESS1,3303,smooth,"2,5",171,"0,06043","0,05356","0,01057","0,29856","0,07682"
YJR018W,,3304,hybrid,"0,09",121,"0,07639","0,06693","0,01669","0,22803","0,09084"
YJR019C,TES1,3305,abrupt,"0,54",350,"0,07457","0,06805","0,01452","0,24991","0,08955"
YJR020W,,3306,hybrid,"0,09",111,"0,39932","0,23601","0,04646","0,33333","0,09316"
YJR021C,REC107,3307,hybrid,"0,32",315,"0,04212","0,03988","0,00750","0,24194","0,07771"
YJR022W,LSM8,3308,hybrid,"0,58",110,"0,32563","0,23050","0,04907","0,27355","0,07980"
YJR023C,,3309,abrupt,"0,07",134,"0,33666","0,18149","0,04282","0,23717","0,09749"
YJR024C,MDE1,3310,smooth,"3,69",245,"0,06715","0,06089","0,01090","0,28693","0,06554"
YJR025C,BNA1,3311,hybrid,"3,51",178,"0,13958","0,12148","0,02092","0,33331","0,08496"
YJR030C,,3312,hybrid,"0,64",746,"0,03289","0,03180","0,00600","0,24407","0,07099"
YJR031C,GEA1,3313,abrupt,"0,78",1409,"0,02602","0,02517","0,00473","0,22775","0,08671"
YJR032W,CPR7,3314,smooth,"0,89",394,"0,10135","0,08054","0,01319","0,32403","0,07285"
YJR033C,RAV1,3315,hybrid,"0,3",1358,"0,04847","0,04396","0,00812","0,23852","0,06033"
YJR034W,PET191,3316,smooth,"0,46",109,"0,22421","0,15176","0,03664","0,25656","0,08040"
YJR035W,RAD26,3317,abrupt,"0,16",1086,"0,02962","0,02797","0,00515","0,21755","0,06214"
YJR036C,HUL4,3318,smooth,"0,15",893,"0,02319","0,02241","0,00415","0,23341","0,05408"
YJR037W,,3319,smooth,"0,13",128,"0,49047","0,23997","0,05176","0,27620","0,06814"
YJR038C,,3320,hybrid,"0,12",121,"0,25910","0,15559","0,04035","0,23214","0,08411"
YJR039W,,3321,abrupt,"0,25",1122,"0,03084","0,02893","0,00538","0,24998","0,06638"
YJR040W,GEF1,3322,abrupt,"0,44",780,"0,09348","0,08187","0,01474","0,26241","0,07781"
YJR041C,URB2,3323,abrupt,"0,59",1175,"0,05699","0,05070","0,00953","0,23313","0,09765"
YJR042W,NUP85,3324,abrupt,"1,34",745,#N/A,#N/A,#N/A,"0,26496","0,07028"
YJR043C,POL32,3325,smooth,"1,01",351,"0,11188","0,09640","0,01851","0,27044","0,07429"
YJR044C,VPS55,3326,hybrid,4,141,"0,08923","0,07929","0,01432","0,30423","0,07765"
YJR045C,SSC1,3327,smooth,"6,2",655,"0,09932","0,08172","0,00905","0,34218","0,03991"
YJR046W,TAH11,3328,abrupt,"0,49",605,"0,04366","0,03982","0,00815","0,21943","0,07383"
YJR047C,ANB1,3329,smooth,"0,39",158,"0,27078","0,21899","0,02354","0,49289","0,07039"
YJR048W,CYC1,3330,smooth,"2,21",110,"0,30307","0,22630","0,03185","0,41668","0,06833"
YJR049C,UTR1,3331,hybrid,"1,18",531,"0,06950","0,06357","0,01121","0,28881","0,07675"
YJR050W,ISY1,3332,smooth,"0,48",236,"0,08802","0,07846","0,01622","0,24095","0,06821"
YJR051W,OSM1,3333,abrupt,"0,4",502,"0,06386","0,05844","0,00967","0,30327","0,07346"
YJR052W,RAD7,3334,abrupt,"0,34",566,"0,06076","0,05613","0,01018","0,23090","0,10177"
YJR053W,BFA1,3335,smooth,"0,1",575,"0,05510","0,04781","0,00790","0,30432","0,08544"
YJR054W,,3336,hybrid,"1,01",498,"0,04387","0,04226","0,00758","0,26224","0,07870"
YJR055W,HIT1,3337,smooth,"0,12",165,"0,16040","0,12831","0,02109","0,36750","0,07838"
YJR056C,,3338,smooth,"0,8",237,"0,07205","0,06476","0,01353","0,25453","0,07166"
YJR057W,CDC8,3339,smooth,"0,66",217,"0,13985","0,11490","0,02061","0,29182","0,06633"
YJR058C,APS2,3340,smooth,"1,6",148,"0,27128","0,16279","0,03709","0,23706","0,06703"
YJR059W,PTK2,3341,smooth,"0,79",819,"0,11541","0,10055","0,01740","0,27834","0,05915"
YJR060W,CBF1,3342,hybrid,"1,61",352,"0,12613","0,10773","0,01968","0,30129","0,08137"
YJR061W,,3343,smooth,"0,09",936,"0,03369","0,03135","0,00575","0,26240","0,06358"
YJR062C,NTA1,3344,abrupt,"0,51",458,"0,04627","0,04353","0,00801","0,25913","0,09340"
YJR063W,RPA12,3345,smooth,"2,12",126,"0,25075","0,17126","0,02927","0,34305","0,07514"
YJR064W,CCT5,3346,abrupt,"5,94",563,"0,09616","0,08418","0,01283","0,29903","0,08021"
YJR065C,ARP3,3347,abrupt,"2,66",450,"0,10535","0,09047","0,01368","0,32659","0,09401"
YJR066W,TOR1,3348,abrupt,"0,59",2471,"0,00587","0,00578","0,00105","0,22770","0,08595"
YJR067C,YAE1,3349,hybrid,"0,78",142,"0,17362","0,13295","0,02327","0,32462","0,08162"
YJR068W,RFC2,3350,smooth,"1,24",354,"0,08857","0,07991","0,01251","0,35551","0,06914"
YJR069C,HAM1,3351,smooth,"1,6",198,"0,19148","0,15531","0,02345","0,37845","0,07184"
YJR070C,LIA1,3352,abrupt,"4,76",326,"0,18276","0,15422","0,02002","0,41479","0,08491"
YJR071W,,3353,hybrid,"0,09",123,"0,31217","0,20613","0,04661","0,27558","0,09051"
YJR072C,NPA3,3354,smooth,"2,62",386,"0,15337","0,11439","0,01994","0,29210","0,06703"
YJR073C,OPI3,3355,hybrid,"2,37",207,"0,08458","0,07506","0,01418","0,28184","0,07693"
YJR074W,MOG1,3356,hybrid,"1,18",219,"0,06642","0,06188","0,01117","0,31256","0,08582"
YJR075W,HOC1,3357,smooth,"1,04",397,"0,16852","0,13587","0,02320","0,31536","0,07015"
YJR076C,CDC11,3358,abrupt,"1,45",416,"0,09937","0,08726","0,01449","0,28573","0,08378"
YJR077C,MIR1,3359,smooth,"10,1",312,"0,15641","0,12907","0,01763","0,36831","0,06473"
YJR078W,BNA2,3360,hybrid,"0,27",454,"0,09194","0,08142","0,01546","0,25711","0,07905"
YJR079W,,3361,hybrid,"0,07",110,"0,17564","0,13759","0,03599","0,20498","0,09392"
YJR080C,AIM24,3362,smooth,"0,8",395,"0,06492","0,05743","0,00992","0,29738","0,07664"
YJR082C,EAF6,3363,abrupt,"0,8",114,"0,31373","0,21235","0,03886","0,31507","0,10081"
YJR083C,ACF4,3364,smooth,"0,3",310,"0,12304","0,09896","0,02026","0,24983","0,06286"
YJR084W,,3365,abrupt,"1,16",424,"0,06591","0,05930","0,01165","0,25660","0,09249"
YJR085C,,3366,smooth,"7,93",106,"0,14390","0,11668","0,02247","0,29875","0,07509"
YJR086W,STE18,3367,smooth,"0,79",111,"0,35065","0,19602","0,05007","0,22891","0,06566"
YJR087W,,3368,abrupt,"0,42",117,"0,38723","0,21569","0,05323","0,24285","0,09009"
YJR088C,EMC2,3369,hybrid,"0,87",293,"0,10699","0,09760","0,01648","0,26252","0,07726"
YJR089W,BIR1,3370,abrupt,"0,32",955,"0,02546","0,02486","0,00424","0,27788","0,06961"
YJR090C,GRR1,3371,abrupt,"0,48",1152,"0,03132","0,02967","0,00581","0,21486","0,06946"
YJR091C,JSN1,3372,smooth,"0,91",1092,"0,02690","0,02576","0,00458","0,24572","0,05319"
YJR092W,BUD4,3373,hybrid,"0,37",1449,"0,02552","0,02471","0,00441","0,23279","0,05272"
YJR093C,FIP1,3374,abrupt,"0,34",328,"0,10313","0,09320","0,01650","0,30495","0,08646"
YJR094C,IME1,3375,smooth,"0,09",361,"0,05493","0,04976","0,00781","0,34077","0,06846"
YJR095W,SFC1,3377,abrupt,"0,18",323,"0,13803","0,12140","0,01939","0,33705","0,08342"
YJR096W,,3378,abrupt,"0,86",283,"0,10117","0,08290","0,01371","0,26245","0,07129"
YJR097W,JJJ3,3379,smooth,"0,53",173,"0,09376","0,07959","0,01452","0,26356","0,06096"
YJR098C,,3380,abrupt,"0,1",656,"0,05333","0,04864","0,00821","0,21674","0,08706"
YJR099W,YUH1,3381,abrupt,"0,7",237,"0,11134","0,09483","0,01640","0,31241","0,08387"
YJR100C,AIM25,3382,hybrid,"0,88",328,"0,06175","0,05397","0,01031","0,27463","0,07375"
YJR101W,RSM26,3383,smooth,"1,48",267,"0,05749","0,05101","0,00964","0,26925","0,06546"
YJR102C,VPS25,3384,smooth,"0,3",203,"0,11333","0,09541","0,01741","0,28818","0,06527"
YJR103W,URA8,3385,hybrid,"1,21",565,"0,05997","0,05689","0,01060","0,25433","0,07256"
YJR104C,SOD1,3386,hybrid,"22,23",155,"0,17814","0,14698","0,02008","0,39818","0,08186"
YJR105W,ADO1,3387,smooth,"10,35",341,"0,15919","0,12691","0,01751","0,31503","0,05258"
YJR106W,ECM27,3388,abrupt,"0,08",726,"0,03315","0,03184","0,00635","0,19003","0,08222"
YJR107W,,3389,smooth,"0,59",329,"0,05303","0,04857","0,00864","0,28442","0,06849"
YJR108W,ABM1,3390,abrupt,"0,09",124,"0,11503","0,09707","0,01872","0,26156","0,09720"
YJR109C,CPA2,3391,smooth,"1,14",1119,"0,10437","0,08563","0,01310","0,27615","0,05199"
YJR110W,YMR1,3392,hybrid,"0,16",689,"0,03682","0,03499","0,00620","0,25602","0,06420"
YJR111C,,3393,hybrid,"0,81",284,"0,10891","0,08558","0,01567","0,26804","0,07321"
YJR112W,NNF1,3394,hybrid,"1,05",202,"0,09822","0,08102","0,01803","0,24349","0,08236"
YJR113C,RSM7,3395,smooth,"1,77",248,"0,09062","0,07310","0,01507","0,25675","0,07262"
YJR114W,,3396,hybrid,"0,42",131,"0,24183","0,17168","0,03980","0,27028","0,08517"
YJR115W,,3397,hybrid,"0,44",170,"0,06547","0,06024","0,01187","0,27685","0,08198"
YJR116W,TDA4,3398,abrupt,"1,41",280,"0,05174","0,04830","0,00992","0,25743","0,08885"
YJR117W,STE24,3399,smooth,"2,37",454,"0,28168","0,15562","0,02459","0,29247","0,05721"
YJR118C,ILM1,3400,smooth,"0,68",204,"0,14627","0,12763","0,02268","0,25012","0,06476"
YJR119C,JHD2,3401,smooth,"0,11",729,"0,04467","0,04148","0,00754","0,21240","0,04950"
YJR120W,,3402,smooth,"0,08",117,"0,22332","0,17237","0,04400","0,23074","0,07792"
YJR121W,ATP2,3403,smooth,"4,73",512,"0,08118","0,07425","0,00941","0,35473","0,05292"
YJR122W,IBA57,3404,abrupt,"0,49",498,"0,05027","0,04702","0,00792","0,29806","0,07916"
YJR123W,RPS5,3405,smooth,"89,43",226,"0,17288","0,15339","0,01408","0,73877","0,08076"
YJR124C,,3406,smooth,"1,09",449,"0,08807","0,08047","0,01382","0,26855","0,05464"
YJR125C,ENT3,3407,abrupt,"1,38",409,"0,11884","0,10114","0,01684","0,31121","0,07372"
YJR126C,VPS70,3408,abrupt,"1,04",812,"0,05712","0,05144","0,00935","0,25516","0,08336"
YJR127C,RSF2,3409,hybrid,"0,46",1381,"0,02156","0,02111","0,00392","0,20957","0,05122"
YJR128W,,3410,smooth,"0,06",120,"0,30725","0,19280","0,05075","0,24954","0,07919"
YJR129C,,3411,abrupt,"0,25",340,"0,06945","0,06402","0,01239","0,26601","0,08421"
YJR130C,STR2,3412,smooth,"0,67",640,"0,04609","0,04444","0,00808","0,26450","0,06225"
YJR131W,MNS1,3413,abrupt,"0,31",550,"0,12804","0,11383","0,02115","0,25865","0,08650"
YJR132W,NMD5,3414,hybrid,"0,25",1049,"0,03066","0,02949","0,00522","0,21675","0,06060"
YJR133W,XPT1,3415,smooth,"2,95",210,"0,20198","0,15639","0,02244","0,32178","0,05136"
YJR134C,SGM1,3416,abrupt,"0,53",708,"0,04830","0,04416","0,00735","0,25295","0,07397"
YJR135C,MCM22,3417,hybrid,"0,12",240,"0,25525","0,19693","0,03983","0,27557","0,08600"
YJR136C,TTI2,3419,smooth,"0,53",422,"0,06172","0,05577","0,01247","0,20701","0,05958"
YJR137C,MET5,3420,hybrid,"0,27",1443,"0,01239","0,01223","0,00178","0,27933","0,05082"
YJR138W,IML1,3421,abrupt,"0,35",1585,"0,04366","0,04196","0,00722","0,23269","0,06282"
YJR139C,HOM6,3422,smooth,"6,49",360,"0,16221","0,14065","0,01717","0,42439","0,06874"
YJR140C,HIR3,3423,abrupt,"0,4",1649,"0,01691","0,01634","0,00291","0,22869","0,06373"
YJR141W,,3424,hybrid,"0,51",348,"0,05798","0,05251","0,00978","0,26364","0,07114"
YJR142W,,3425,hybrid,"0,55",343,"0,11001","0,09479","0,01645","0,30763","0,08510"
YJR143C,PMT4,3426,hybrid,"5,62",763,"0,10573","0,09004","0,01354","0,33747","0,07651"
YJR144W,MGM101,3427,abrupt,"1,72",270,"0,09058","0,08198","0,01326","0,32258","0,08455"
YJR145C,RPS4A,3428,smooth,"48,9",262,"0,20344","0,16452","0,01602","0,64114","0,06850"
YJR146W,,3429,hybrid,"0,12",118,"0,16669","0,14003","0,03543","0,20413","0,08932"
YJR147W,HMS2,3430,abrupt,"0,54",359,"0,02929","0,02683","0,00562","0,18856","0,09677"
YJR148W,BAT2,3431,abrupt,"5,44",377,"0,12894","0,10749","0,01683","0,33505","0,08091"
YJR149W,,3432,abrupt,"0,4",405,"0,08076","0,07210","0,01238","0,29676","0,08348"
YJR150C,DAN1,3433,smooth,"0,74",299,"0,10005","0,08832","0,01177","0,41390","0,07209"
YJR151C,DAN4,3434,abrupt,"0,48",1162,"0,07047","0,06305","0,01015","0,27816","0,08186"
YJR152W,DAL5,3435,abrupt,"0,31",544,"0,02340","0,02258","0,00371","0,27891","0,09267"
YJR153W,PGU1,3436,smooth,"0,13",362,"0,04748","0,04334","0,00653","0,36140","0,06942"
YJR154W,,3437,smooth,"0,26",347,"0,05096","0,04626","0,00815","0,28170","0,06320"
YJR155W,AAD10,3438,hybrid,"0,28",289,"0,04586","0,04228","0,00752","0,24613","0,06194"
YJR156C,THI11,3439,abrupt,"0,24",341,"0,13897","0,12077","0,01497","0,39095","0,08452"
YJR157W,,3440,hybrid,"0,07",121,"0,35083","0,23261","0,05469","0,26774","0,08846"
YJR158W,HXT16,3441,hybrid,"0,08",568,"0,02044","0,01973","0,00356","0,25257","0,07326"
YJR159W,SOR1,3442,abrupt,1,358,"0,06560","0,05866","0,00907","0,29676","0,06912"
YJR160C,MPH3,3443,hybrid,"0,13",603,"0,01998","0,01932","0,00335","0,24254","0,06294"
YJR161C,COS5,3444,hybrid,"0,84",384,"0,09633","0,07818","0,01571","0,22650","0,06280"
YJR162C,,3445,smooth,"0,08",117,"0,54050","0,22158","0,04540","0,28552","0,07720"
YKL001C,MET14,3446,smooth,"1,87",203,"0,10547","0,09444","0,01407","0,35642","0,06892"
YKL002W,DID4,3447,smooth,"1,54",233,"0,13031","0,10549","0,02147","0,24283","0,06359"
YKL003C,MRP17,3448,smooth,"1,65",132,"0,62622","0,20367","0,04167","0,25047","0,06173"
YKL004W,AUR1,3449,abrupt,"3,95",402,"0,05158","0,04762","0,00863","0,26654","0,09796"
YKL005C,BYE1,3450,abrupt,"0,41",595,"0,04181","0,03990","0,00703","0,23358","0,07132"
YKL006W,RPL14A,3452,smooth,"90,69",139,"0,17478","0,15200","0,01452","0,72463","0,08130"
YKL007W,CAP1,3453,hybrid,"1,67",269,"0,11113","0,09535","0,01636","0,26770","0,07226"
YKL008C,LAC1,3454,abrupt,"1,72",419,"0,16871","0,12145","0,02006","0,25345","0,09917"
YKL009W,MRT4,3455,hybrid,"9,38",237,"0,15532","0,13035","0,01826","0,36035","0,06753"
YKL010C,UFD4,3456,hybrid,"1,38",1484,"0,05147","0,04605","0,00823","0,24111","0,05498"
