gene,L,x,b,B,g,w,P,Pz,Ps,T,I,E,mean_E,h,m,queue
YIL075C,946,5.54,1214.15,6725.50,1.3172,12.46,6.367192e-05,1.538685e-04,6.280881e-03,211402,15706,195696,206.9,13217524,19068856,0
YIL076W,297,16.65,214.85,3577.10,0.8110,2.41,3.820318e-05,4.624755e-04,1.253814e-03,89228,26176,63052,212.3,3898216,5623937,0
YIL077C,321,2.24,19.65,44.05,0.3123,1.00,1.320131e-05,6.227911e-05,3.217340e-03,151682,75750,75932,236.5,1031650,1488356,0
YIL078W,735,24.42,NA,NA,2.1638,15.90,1.502317e-04,6.782878e-04,3.361785e-03,112521,6656,105865,144.0,NA,NA,0
YIL079C,361,3.29,122.36,402.18,0.6734,2.43,2.752442e-05,9.130404e-05,4.575625e-03,124656,36331,88325,244.7,3081343,4445438,0
YIL083C,366,2.34,394.19,923.02,1.2121,4.44,5.420564e-05,6.504266e-05,1.264936e-02,100293,18448,81845,223.6,5040690,7272179,0
YIL084C,328,1.45,55.51,80.75,1.3083,4.29,6.042414e-05,4.041187e-05,2.269467e-02,87567,16550,71017,216.5,636748,918633,0
YIL088C,491,3.92,371.67,1457.81,0.4668,2.29,2.079869e-05,1.089528e-04,2.897476e-03,158277,48080,110197,224.4,12386527,17869980,0
YIL090W,492,2.04,426.99,870.04,0.5629,2.77,2.521377e-05,5.659998e-05,6.761511e-03,149510,39661,109849,223.3,11738432,16934978,0
YIL091C,722,4.64,470.03,2178.71,0.5641,4.07,2.478491e-05,1.287559e-04,2.921747e-03,204674,40347,164327,227.6,13145210,18964529,0
YIL092W,634,0.64,90.86,58.24,0.3933,2.49,1.587245e-05,1.780584e-05,1.353018e-02,220080,63002,157078,247.8,3967894,5724460,0
YIL093C,265,4.93,34.01,167.73,0.6420,1.70,2.453175e-05,1.370033e-04,2.717815e-03,110109,40763,69346,261.7,960889,1386270,0
YIL094C,372,14.57,355.56,5182.04,0.7747,2.88,4.599486e-05,4.048449e-04,1.724420e-03,84399,21742,62657,168.4,5358288,7730375,0
YIL095W,811,0.56,1294.81,729.06,1.4874,12.06,6.312565e-05,1.564059e-05,6.125973e-02,206937,15841,191096,235.6,14217583,20511637,0
YIL096C,337,3.61,473.52,1711.52,0.5207,1.75,2.222178e-05,1.004014e-04,3.359398e-03,123970,45001,78969,234.3,14770153,21308827,0
YIL097W,517,0.76,95.10,72.32,0.3938,2.04,1.686897e-05,2.112142e-05,1.212238e-02,179984,59280,120704,233.5,3907867,5637861,0
YIL098C,156,3.63,20.90,75.78,0.7065,1.10,3.074917e-05,1.007044e-04,4.634547e-03,68362,32521,35841,229.8,471217,679823,0
YIL103W,426,5.02,64.43,323.13,0.4348,1.85,2.173504e-05,1.393101e-04,2.368101e-03,131229,46009,85220,200.0,2054731,2964350,0
YIL104C,508,4.06,139.52,565.89,0.4048,2.06,1.695825e-05,1.126688e-04,2.284545e-03,180224,58968,121256,238.7,5702579,8227082,0
YIL105C,687,2.06,649.77,1335.45,0.8277,5.69,3.325796e-05,5.709024e-05,8.842114e-03,201042,30068,170974,248.9,13542277,19537376,0
YIL106W,315,1.43,492.49,706.60,2.1438,6.75,8.656301e-05,3.985368e-05,3.296752e-02,89566,11552,78014,247.7,3943601,5689413,0
YIL107C,828,0.90,269.58,241.49,0.4781,3.96,2.234853e-05,2.488361e-05,1.363195e-02,221866,44746,177120,213.9,8361102,12062520,0
YIL108W,697,1.55,333.90,517.11,0.9207,6.42,3.809894e-05,4.301911e-05,1.344231e-02,194689,26247,168442,241.7,6074741,8763999,0
YIL109C,927,2.39,15257.53,36453.83,3.1795,29.47,1.567982e-04,6.636766e-05,3.585972e-02,194350,6378,187972,202.8,67447930,97306794,0
YIL110W,378,7.69,91.09,700.29,0.3609,1.36,1.573063e-05,2.135554e-04,1.118041e-03,150293,63570,86723,229.4,4013702,5790548,0
YIL111W,152,7.26,5.20,37.76,0.4211,0.64,1.761992e-05,2.015900e-04,1.326653e-03,93077,56754,36323,239.0,204701,295321,0
YIL112W,1084,0.99,111.52,110.82,1.1452,12.41,5.055066e-05,2.760265e-05,2.779703e-02,265361,19782,245579,226.5,1529184,2206146,0
YIL114C,282,5.18,35.42,183.40,0.3386,0.95,1.489613e-05,1.438206e-04,1.572080e-03,131240,67132,64108,227.3,1648295,2377987,0
YIL115C,1461,1.37,3186.36,4376.71,2.4812,36.25,1.119929e-04,3.815495e-05,4.455148e-02,332616,8929,323687,221.6,19721017,28451413,0
YIL116W,386,13.06,272.80,3561.75,0.4360,1.68,2.273039e-05,3.626687e-04,9.513035e-04,118041,43994,74047,191.8,8318966,12001731,0
YIL117C,319,7.92,30.42,240.83,0.3658,1.17,1.415617e-05,2.199148e-04,9.770430e-04,153082,70641,82441,258.4,1489449,2148821,0
YIL118W,232,12.98,392.22,5090.09,0.5673,1.32,2.956471e-05,3.604941e-04,1.244795e-03,78341,33824,44517,191.9,9195536,13266354,0
YIL119C,408,1.35,7208.62,9739.09,2.0386,8.32,9.447358e-05,3.752872e-05,3.820929e-02,98625,10585,88040,215.8,52889210,76303001,0
YIL120W,564,1.21,5.63,6.80,0.0660,0.37,2.648313e-06,3.352844e-05,1.198887e-03,518214,377599,140615,249.3,1473819,2126271,0
YIL121W,543,2.46,345.09,850.14,0.4667,2.53,1.909731e-05,6.843233e-05,4.235779e-03,185056,52363,132693,244.4,12525081,18069872,0
YIL123W,476,2.83,61119.43,173090.90,8.3545,39.77,5.654142e-04,7.866695e-05,1.090930e-01,72102,1769,70333,147.8,74926954,108096745,2
YIL124W,298,8.27,54.12,447.59,0.9626,2.87,4.616627e-05,2.297265e-04,3.050254e-03,83795,21661,62134,208.5,812589,1172319,0
YIL125W,1015,0.57,8879.08,5103.86,7.6356,77.50,3.978706e-04,1.596717e-05,3.782128e-01,197303,2513,194790,191.9,15468622,22316505,2
YIL126W,1360,0.96,1576.21,1505.62,2.3605,32.10,1.098654e-04,2.653376e-05,6.284699e-02,301302,9102,292200,214.9,9944380,14346708,0
YIL127C,207,7.82,319.20,2497.24,0.8080,1.67,3.161715e-05,2.173174e-04,2.208261e-03,84528,31628,52900,255.6,6997873,10095796,0
YIL128W,1033,1.04,2249.04,2345.12,1.2936,13.36,5.671116e-05,2.896447e-05,2.971839e-02,253269,17633,235636,228.1,27488684,39657787,0
YIL129C,2377,0.52,372.84,193.87,1.1557,27.47,4.893485e-05,1.444376e-05,5.142334e-02,581792,20435,561357,236.2,5281219,7619188,0
YIL131C,485,1.19,4438.60,5287.38,1.7808,8.64,7.104581e-05,3.308963e-05,3.258884e-02,135640,14075,121565,250.6,43304516,62475211,0
YIL133C,200,43.43,6403.70,278127.20,3.4871,6.97,3.147048e-04,1.206451e-03,3.959278e-03,25339,3178,22161,110.8,14104357,20348287,0
YIL134W,312,4.76,5.05,24.02,0.0808,0.25,3.221992e-06,1.321335e-04,3.701125e-04,388574,310367,78207,250.7,1086309,1567212,0
YIL135C,437,1.54,1002.14,1542.46,1.4702,6.42,5.575458e-05,4.275464e-05,1.979336e-02,133168,17936,115232,263.7,12458746,17974172,0
YIL136W,394,1.90,7.30,13.87,0.3867,1.52,1.633776e-05,5.280492e-05,4.696133e-03,154476,61208,93268,236.7,309594,446649,0
YIL137C,947,1.05,13101.90,13769.21,3.1263,29.61,1.426264e-04,2.919256e-05,7.415664e-02,214592,7011,207581,219.2,63673674,91861694,0
YIL138C,162,16.89,317.94,5369.86,1.5935,2.58,8.003280e-05,4.691599e-04,2.589223e-03,44750,12495,32255,199.1,2753576,3972571,0
YIL139C,246,4.25,NA,NA,0.1050,0.26,4.652966e-06,1.181045e-04,5.979788e-04,270456,214917,55539,225.8,NA,NA,0
YIL140W,824,0.57,11042.78,6261.24,3.3031,27.22,1.543073e-04,1.574997e-05,1.487062e-01,182867,6481,176386,214.1,49604108,71563601,0
YIL142W,528,9.25,961.66,8899.54,1.3890,7.33,6.926855e-05,2.570663e-04,4.089906e-03,120316,14437,105879,200.5,9622969,13883010,0
YIL143C,844,1.95,355.11,690.82,0.5780,4.88,2.761263e-05,5.403704e-05,7.756013e-03,212870,36215,176655,209.3,8914284,12860594,0
YIL144W,692,1.11,511.18,567.33,0.9950,6.89,4.314363e-05,3.082864e-05,2.124147e-02,182763,23178,159585,230.6,8212708,11848433,0
YIL145C,310,3.04,231.49,702.75,1.6027,4.97,6.375828e-05,8.432563e-05,1.147623e-02,93610,15684,77926,251.4,2516673,3630792,0
YIL147C,1221,0.84,415.47,348.58,0.6728,8.21,2.893106e-05,2.330590e-05,1.884173e-02,318501,34565,283936,232.5,9954031,14360632,0
YIL149C,1680,0.79,276.40,218.10,1.0624,17.85,4.554945e-05,2.191835e-05,3.154260e-02,413813,21954,391859,233.2,4206115,6068141,0
YIL150C,572,0.58,596.37,343.88,1.6202,9.27,6.714716e-05,1.601752e-05,6.362894e-02,152910,14893,138017,241.3,6156188,8881502,0
YIL151C,1119,1.27,157.98,200.90,0.2843,3.18,1.276935e-05,3.532533e-05,5.486621e-03,327429,78313,249116,222.6,8575454,12371765,0
YIL153W,394,0.81,159.48,129.17,0.9390,3.70,3.404615e-05,2.249786e-05,2.296937e-02,138043,29372,108671,275.8,3246921,4684316,0
YIL154C,347,2.80,19.51,54.54,0.6331,2.20,2.286676e-05,7.767315e-05,4.468441e-03,139805,43732,96073,276.9,591269,853021,0
YIL155C,650,0.38,538.40,203.29,1.3837,8.99,6.339854e-05,1.048844e-05,9.174675e-02,157643,15773,141870,218.3,5886424,8492314,0
YIL156W,1072,0.36,1018.30,363.64,1.1350,12.17,4.710524e-05,9.919479e-06,7.207800e-02,279534,21229,258305,241.0,14984129,21617529,0
YIL157C,198,5.64,54.25,305.86,0.7784,1.54,3.571352e-05,1.566127e-04,3.461210e-03,71159,28001,43158,218.0,1052882,1518988,0
YIL158W,205,4.88,44.23,215.88,0.3344,0.69,1.319918e-05,1.355832e-04,1.477623e-03,127701,75762,51939,253.4,2322659,3350889,0
YIL159W,1376,0.28,790.70,221.53,0.9457,13.01,4.112035e-05,7.782374e-06,8.019863e-02,340784,24319,316465,230.0,13328490,19228946,0
YIL161W,236,2.85,71.04,202.22,0.7212,1.70,3.264501e-05,7.906586e-05,6.266861e-03,82769,30633,52136,220.9,1508469,2176261,0
YIL162W,533,0.73,4551.88,3334.81,3.0696,16.36,1.857494e-04,2.035065e-05,1.385388e-01,93464,5384,88080,165.3,16985895,24505467,0
YIL165C,120,3.61,NA,NA,0.0115,0.01,5.046815e-07,1.003421e-04,7.634077e-05,2008843,1981448,27395,228.3,NA,NA,0
YIR001C,251,1.08,811.46,877.34,3.2758,8.22,1.435110e-04,3.003291e-05,7.252871e-02,64262,6968,57294,228.3,3919308,5654366,0
YIR002C,994,1.04,271.67,282.12,0.4306,4.28,1.893395e-05,2.884597e-05,9.962730e-03,278881,52815,226066,227.4,9945463,14348270,0
YIR003W,680,1.06,643.16,683.95,2.2170,15.08,8.772318e-05,2.953947e-05,4.507482e-02,183253,11399,171854,252.7,5081932,7331678,0
YIR004W,433,5.94,239.66,1423.42,0.6603,2.86,2.826478e-05,1.649813e-04,2.600359e-03,136531,35380,101151,233.6,5877290,8479138,0
YIR005W,149,4.38,NA,NA,0.4211,0.63,1.732930e-05,1.215942e-04,2.163170e-03,93917,57706,36211,243.0,NA,NA,0
YIR006C,1481,0.80,14222.24,11309.44,8.3247,123.29,3.687231e-04,2.208873e-05,2.533681e-01,337077,2712,334365,225.8,26735791,38571593,2
YIR007W,765,0.30,2158.29,655.30,1.2901,9.87,5.424951e-05,8.433882e-06,9.763165e-02,200361,18433,181928,237.8,27576534,39784528,0
YIR008C,410,4.65,203.35,945.78,0.5029,2.06,2.219978e-05,1.291918e-04,2.608171e-03,137918,45045,92873,226.5,6349355,9160183,0
YIR009W,112,2.95,55.45,163.81,0.8754,0.98,3.194784e-05,8.206563e-05,5.908843e-03,61991,31301,30690,274.0,1203018,1735589,0
YIR010W,577,0.88,1511.91,1327.51,1.1829,6.83,4.869389e-05,2.438995e-05,3.030302e-02,160710,20536,140174,242.9,21521707,31049260,0
YIR011C,320,8.22,76.72,630.74,0.3455,1.11,1.357642e-05,2.283825e-04,9.022871e-04,155089,73657,81432,254.5,3916765,5650698,0
YIR012W,432,11.73,114.59,1344.06,0.5234,2.26,2.346732e-05,3.258068e-04,1.093265e-03,138960,42612,96348,223.0,3384675,4883054,0
YIR015W,145,2.23,84.28,188.01,0.6794,0.99,2.544438e-05,6.196275e-05,6.232805e-03,78018,39301,38717,267.0,2296059,3312513,0
YIR017C,188,1.11,27.75,30.70,1.2248,2.30,4.632775e-05,3.072685e-05,2.288471e-02,71288,21585,49703,264.4,415240,599064,0
YIR018W,246,4.22,10.00,42.20,0.3175,0.78,1.252854e-05,1.172119e-04,1.622374e-03,142169,79818,62351,253.5,553323,798277,0
YIR021W,364,2.97,22.27,66.15,0.2310,0.84,9.765964e-06,8.250378e-05,1.796650e-03,188486,102396,86090,236.5,1580783,2280588,0
YIR022W,168,7.74,144.81,1120.39,1.0143,1.70,4.936807e-05,2.149235e-04,3.486459e-03,54774,20256,34518,205.5,2033121,2933174,0
YIR023W,971,0.48,2199.69,1058.54,1.2185,11.83,4.932898e-05,1.336730e-05,5.601196e-02,260117,20272,239845,247.0,30908950,44592189,0
YIR024C,217,2.28,34.87,79.57,0.8776,1.90,3.648183e-05,6.337998e-05,8.736688e-03,79610,27411,52199,240.5,662595,955922,0
YIR025W,369,0.72,108.08,78.01,1.1814,4.36,4.599750e-05,2.004924e-05,3.482239e-02,116512,21740,94772,256.8,1628663,2349663,0
YIR026C,365,3.87,482.96,1866.67,0.9240,3.37,4.030190e-05,1.073630e-04,5.697617e-03,108495,24813,83682,229.3,8306349,11983528,0
YIR031C,555,4.24,3.18,13.50,0.0212,0.12,1.076686e-06,1.177977e-04,1.387314e-04,1038158,928776,109382,197.1,2049034,2956131,0
YIR033W,1114,1.75,265.77,465.48,0.7526,8.38,3.352550e-05,4.865031e-05,1.045953e-02,279896,29828,250068,224.5,5494912,7927482,0
YIR034C,374,1.15,3412.86,3922.39,3.3463,12.52,1.712803e-04,3.192489e-05,8.143299e-02,78906,5838,73068,195.4,13811383,19925613,0
YIR035C,255,4.08,3.21,13.10,0.4415,1.13,2.160418e-05,1.133729e-04,2.892349e-03,98396,46287,52109,204.3,103010,148611,0
YIR036C,264,1.50,17.04,25.52,1.2888,3.40,5.328251e-05,4.158902e-05,1.944591e-02,82625,18768,63857,241.9,221697,319841,0
YIR037W,164,5.76,334.21,1924.83,3.5056,5.75,1.888650e-04,1.599834e-04,1.791838e-02,35736,5295,30441,185.6,1226558,1769549,0
YIR038C,235,2.66,125.18,332.57,1.1039,2.59,5.776970e-05,7.379664e-05,1.188190e-02,62217,17310,44907,191.1,1502019,2166956,0
YJL001W,216,16.64,672.13,11185.42,0.8614,1.86,3.947282e-05,4.622681e-04,1.296064e-03,72472,25334,47138,218.2,11802743,17027759,0
YJL002C,477,9.53,1407.20,13417.08,0.9005,4.30,4.319426e-05,2.648490e-04,2.475426e-03,122591,23151,99440,208.5,22581698,32578504,0
YJL003W,119,2.12,NA,NA,1.7031,2.03,6.404838e-05,5.886867e-05,1.651377e-02,47256,15613,31643,265.9,NA,NA,0
YJL004C,204,8.58,341.93,2934.95,0.3765,0.77,1.503400e-05,2.384299e-04,9.570532e-04,117603,66516,51087,250.4,15764799,22743797,0
YJL005W,2027,0.41,502.66,204.98,1.5407,31.23,6.441642e-05,1.132747e-05,8.631495e-02,500346,15524,484822,239.2,5408804,7803254,0
YJL006C,324,4.27,54.40,232.38,0.4186,1.36,1.776450e-05,1.186609e-04,2.272310e-03,132635,56292,76343,235.6,2122572,3062224,0
YJL008C,569,7.22,1330.01,9609.26,1.3485,7.67,6.935491e-05,2.006932e-04,5.245258e-03,125052,14419,110633,194.4,13292380,19176851,0
YJL010C,667,3.14,1400.98,4401.30,1.2227,8.16,5.702477e-05,8.726638e-05,9.918337e-03,160550,17536,143014,214.4,17029161,24567887,0
YJL011C,162,8.33,576.42,4802.23,0.8474,1.37,3.529734e-05,2.314222e-04,2.315044e-03,67223,28331,38892,240.1,11319285,16330276,0
YJL012C,722,6.76,9845.33,66509.35,3.1661,22.86,1.740712e-04,1.876506e-04,1.407989e-02,137066,5745,131321,181.9,39203859,56559213,0
YJL013C,516,2.31,76.86,177.64,0.2973,1.53,1.235303e-05,6.419692e-05,2.920663e-03,205158,80952,124206,240.7,4312938,6222254,0
YJL014W,535,11.41,787.71,8989.23,1.0732,5.74,5.539369e-05,3.169968e-04,2.652331e-03,121708,18053,103655,193.7,9856671,14220171,0
YJL016W,562,1.07,29.03,31.08,0.4068,2.29,1.799268e-05,2.973513e-05,9.184348e-03,182636,55578,127058,226.1,1118511,1613670,0
YJL019W,683,0.40,2377.26,955.33,2.8204,19.26,1.161586e-04,1.116281e-05,1.579429e-01,174445,8609,165836,242.8,14185711,20465654,0
YJL020C,1158,0.56,11068.42,6157.52,8.0782,93.55,3.353969e-04,1.545318e-05,3.294303e-01,281891,2982,278909,240.9,22874532,33000974,2
YJL023C,348,2.75,11.97,32.91,0.2713,0.94,1.167082e-05,7.639805e-05,2.318683e-03,166592,85684,80908,232.5,710663,1025269,0
YJL024C,195,4.16,170.43,708.64,1.1026,2.15,4.865697e-05,1.154982e-04,6.394287e-03,64740,20552,44188,226.6,2427881,3502692,0
YJL025W,515,0.63,163.39,102.95,0.2924,1.51,1.205064e-05,1.750344e-05,1.044982e-02,207949,82983,124966,242.7,9397930,13558347,0
YJL026W,400,6.23,7260.47,45237.85,3.9056,15.62,2.705464e-04,1.730752e-04,2.372626e-02,61440,3696,57744,144.4,18601517,26836316,0
YJL029C,823,1.61,1270.78,2041.95,0.5665,4.66,2.355992e-05,4.463463e-05,8.011689e-03,240332,42445,197887,240.4,37387208,53938340,0
YJL030W,197,3.43,31.83,109.34,0.5167,1.02,2.103563e-05,9.540820e-05,3.346510e-03,95925,47538,48387,245.6,1048975,1513351,0
YJL031C,328,4.66,110.52,514.47,0.4383,1.44,2.023577e-05,1.293092e-04,2.375268e-03,120461,49417,71044,216.6,3785602,5461470,0
YJL033W,771,2.98,7019.40,20906.34,1.6160,12.46,7.730803e-05,8.273242e-05,1.418310e-02,174096,12935,161161,209.0,62936223,90797777,0
YJL034W,683,8.26,2332.94,19264.26,4.0699,27.80,2.987049e-04,2.293751e-04,1.976598e-02,96408,3348,93060,136.3,5413606,7810182,1
YJL035C,251,3.20,5.83,18.66,0.2486,0.62,1.042958e-05,8.893247e-05,1.780036e-03,155709,95881,59828,238.4,387369,558855,0
YJL036W,424,2.18,1592.93,3468.21,0.8872,3.76,3.965213e-05,6.047924e-05,9.951363e-03,120092,25219,94873,223.8,27845545,40172630,0
YJL039C,1684,1.13,1410.88,1597.36,1.6843,28.36,7.520086e-05,3.144915e-05,3.629411e-02,390480,13298,377182,224.0,13004490,18761513,0
YJL042W,1399,0.32,1755.56,556.66,3.4564,48.35,1.549818e-04,8.807837e-06,2.670753e-01,318456,6452,312004,223.0,7851656,11327546,0
YJL044C,459,3.65,172.95,631.17,0.4353,2.00,1.974774e-05,1.013717e-04,2.956808e-03,151818,50639,101179,220.4,6070645,8758090,0
YJL046W,410,2.33,80.38,187.18,0.2040,0.84,8.973918e-06,6.468530e-05,2.105711e-03,204641,111434,93207,227.3,6208635,8957166,0
YJL047C,843,0.56,689.08,384.07,0.8504,7.17,3.469394e-05,1.548231e-05,3.401263e-02,235443,28823,206620,245.1,13766987,19861564,0
YJL048C,397,2.41,48.97,118.08,0.2348,0.93,1.003659e-05,6.698443e-05,2.274232e-03,192494,99635,92859,233.9,3381662,4878707,0
YJL049W,451,3.12,75.11,234.58,0.4148,1.87,1.873268e-05,8.675799e-05,3.277274e-03,153256,53383,99873,221.4,2779093,4009384,0
YJL050W,1074,4.18,575.93,2408.16,1.6648,17.88,8.536952e-05,1.161493e-04,1.115600e-02,221161,11714,209447,195.0,4676155,6746266,0
YJL051W,823,0.50,1353.50,681.55,0.6267,5.16,2.671144e-05,1.398737e-05,2.898568e-02,230519,37437,193082,234.6,35122645,50671266,0
YJL053W,380,3.63,132.02,479.15,0.6735,2.56,3.039909e-05,1.008191e-04,4.576570e-03,117090,32896,84194,221.6,3010159,4342741,0
YJL054W,479,2.43,1044.82,2543.39,0.8267,3.96,3.574074e-05,6.761901e-05,8.022636e-03,138768,27979,110789,231.3,20262994,29233321,0
YJL055W,246,12.07,37.46,452.10,0.6291,1.55,2.773778e-05,3.352738e-04,1.255724e-03,91844,36052,55792,226.8,936031,1350408,0
YJL056C,881,0.78,1294.79,1012.57,0.2972,2.62,1.379076e-05,2.172313e-05,9.635805e-03,262377,72512,189865,215.5,65078521,93888460,0
YJL057C,668,1.90,51.15,96.99,0.1616,1.08,6.807284e-06,5.267664e-05,1.961454e-03,305523,146901,158622,237.5,5208010,7513571,0
YJL058C,544,1.14,142.90,163.57,0.3208,1.75,1.406699e-05,3.179562e-05,6.715156e-03,195157,71088,124069,228.1,7041562,10158827,0
YJL059W,409,1.28,165.03,211.78,0.4282,1.75,1.776315e-05,3.564587e-05,7.563680e-03,154891,56296,98595,241.1,6439935,9290863,0
YJL060W,445,1.05,5400.70,5666.32,3.7974,16.90,1.944851e-04,2.914397e-05,1.012885e-01,92031,5142,86889,195.3,19248152,27769213,0
YJL061W,714,2.97,963.27,2862.80,0.5766,4.12,2.512217e-05,8.255413e-05,4.618922e-03,203691,39805,163886,229.5,26577698,38343514,0
YJL062W,831,0.92,5550.86,5113.25,1.4027,11.66,5.889929e-05,2.558788e-05,3.493800e-02,214887,16978,197909,238.2,65324464,94243280,0
YJL062W-A,86,4.57,32.48,148.52,1.8417,1.58,7.253726e-05,1.270063e-04,8.668784e-03,35621,13786,21835,253.9,310394,447804,0
YJL063C,239,2.62,54.54,143.07,1.2187,2.91,3.984544e-05,7.287109e-05,8.299380e-03,98199,25097,73102,305.9,948743,1368747,0
YJL065C,168,2.57,32.73,84.06,0.8796,1.48,3.265696e-05,7.135109e-05,6.947004e-03,75870,30621,45249,269.3,694609,1002108,0
YJL066C,253,1.18,55.32,65.10,1.1239,2.84,4.799716e-05,3.268896e-05,2.228624e-02,80077,20835,59242,234.2,798842,1152486,0
YJL068C,300,3.88,134.87,523.78,1.0503,3.15,5.557377e-05,1.078756e-04,7.819320e-03,74689,17994,56695,189.0,1682192,2426890,0
YJL069C,595,5.94,455.54,2705.14,0.5781,3.44,2.643427e-05,1.649543e-04,2.432350e-03,167956,37830,130126,218.7,11944875,17232812,0
YJL070C,889,0.71,NA,NA,0.3641,3.24,1.602346e-05,1.971321e-05,1.233733e-02,264438,62408,202030,227.3,NA,NA,0
YJL071W,575,2.36,115.33,272.04,0.1988,1.14,8.185770e-06,6.552060e-05,1.896287e-03,261841,122163,139678,242.9,9765902,14089219,0
YJL072C,214,4.91,48.91,240.13,0.5038,1.08,2.075380e-05,1.363937e-04,2.309541e-03,100134,48184,51950,242.8,1633371,2356456,0
YJL073W,646,0.60,4490.48,2678.27,1.8666,12.06,7.966227e-05,1.656757e-05,7.298207e-02,163917,12553,151364,234.3,39072037,56369033,0
YJL074C,1231,0.84,780.28,654.37,1.9690,24.24,9.092717e-05,2.329535e-05,5.924432e-02,277563,10998,266565,216.5,5948192,8581427,0
YJL076W,1190,1.13,2216.49,2503.11,3.5788,42.59,1.559243e-04,3.136990e-05,7.544372e-02,279544,6413,273131,229.5,9853187,14215145,0
YJL078C,882,0.98,10155.51,9908.59,2.6000,22.93,1.125575e-04,2.710239e-05,6.303606e-02,212620,8884,203736,231.0,62539297,90225134,0
YJL079C,300,1.64,1529.79,2513.49,2.3912,7.17,1.359113e-04,4.563965e-05,4.519969e-02,60140,7358,52782,175.9,7801941,11255821,0
YJL081C,490,4.15,272.08,1127.95,0.4991,2.45,2.217767e-05,1.151570e-04,2.923129e-03,155361,45090,110271,225.0,8503705,12268253,0
YJL082W,732,0.79,1114.11,875.72,1.1111,8.13,5.157032e-05,2.183415e-05,3.584973e-02,177096,19391,157705,215.4,14974478,21603605,0
YJL084C,1047,0.35,NA,NA,2.3612,24.72,1.002920e-04,9.595869e-06,1.586370e-01,256471,9971,246500,235.4,NA,NA,0
YJL085W,624,2.17,156.34,339.18,0.4575,2.85,2.090483e-05,6.026358e-05,5.265191e-03,184386,47836,136550,218.8,5183812,7478659,0
YJL087C,828,1.06,1587.01,1689.80,1.6541,13.70,7.591977e-05,2.957696e-05,3.896042e-02,193576,13172,180404,217.9,14489419,20903813,0
YJL090C,765,1.06,730.06,770.78,0.3586,2.74,1.628224e-05,2.932699e-05,8.426924e-03,229924,61417,168507,220.3,31079283,44837928,0
YJL091C,491,2.10,1373.85,2886.24,0.7650,3.76,3.312459e-05,5.835687e-05,8.615508e-03,143582,30189,113393,230.9,28748338,41475085,0
YJL092W,1175,0.52,189.88,98.99,0.5544,6.51,2.267827e-05,1.448070e-05,2.377074e-02,331359,44095,287264,244.5,5803658,8372909,0
YJL093C,692,1.62,83.06,134.31,0.1830,1.27,7.632939e-06,4.491878e-05,2.579207e-03,296907,131011,165896,239.7,7542628,10881712,0
YJL094C,874,1.31,481.74,630.01,0.4457,3.90,2.031095e-05,3.632716e-05,8.486353e-03,241018,49235,191783,219.4,16440387,23718465,0
YJL095W,1479,0.32,1302.88,423.35,1.4030,20.75,5.734318e-05,9.025923e-06,9.643006e-02,379292,17439,361853,244.7,15748792,22720704,0
YJL096W,162,5.21,49.93,260.28,0.9462,1.53,4.453232e-05,1.448081e-04,4.667720e-03,56877,22456,34421,212.5,777139,1121174,0
YJL097W,218,4.86,589.67,2863.80,1.4152,3.09,7.173717e-05,1.349055e-04,8.071178e-03,56945,13940,43005,197.3,5697588,8219883,0
YJL098W,1059,2.59,59.95,155.44,0.5129,5.43,2.266515e-05,7.201952e-05,4.776731e-03,283790,44121,239669,226.3,1833505,2645188,0
YJL099W,747,1.66,236.16,392.18,0.4308,3.22,1.817414e-05,4.612924e-05,5.979981e-03,232085,55023,177062,237.0,9006936,12994262,0
YJL101C,679,1.05,910.04,955.03,1.2055,8.19,5.235921e-05,2.915101e-05,2.726226e-02,175433,19099,156334,230.2,12047414,17380745,0
YJL104W,150,10.66,169.31,1804.89,0.8776,1.32,3.640533e-05,2.961233e-04,1.866013e-03,63630,27469,36161,241.1,3223569,4650627,0
YJL109C,1770,2.25,NA,NA,1.0872,19.24,4.953425e-05,6.257865e-05,1.201439e-02,408660,20188,388472,219.5,NA,NA,0
